ID,Year_Birth,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Target_Campaign_Responsiveness,Dt_Customer_Unix_time_seconds,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Target_MntWinesYear,MntFruitsYear,MntMeatProductsYear,MntFishProductsYear,MntSweetProductsYear,MntGoldProdsYear
2574,1977,61996.0,0,1,27,3,6,4,8,5,0,1,1359590400,0,0,0,0,1,0,0,0,1,0,0,0,0,525.0,6.0,72.0,0.0,0.0,12.0
8159,1968,51287.0,1,1,10,3,4,1,3,7,0,0,1396310400,0,0,1,0,0,0,0,0,1,0,0,0,0,58.5,0.0,11.0,6.5,0.0,15.0
1160,1970,13260.0,1,1,48,4,3,0,3,8,0,0,1377216000,0,0,1,0,0,0,0,0,1,0,0,0,0,4.5,2.0,8.5,5.0,1.0,3.5
10242,1966,47472.0,1,1,39,2,2,0,4,5,0,0,1379289600,0,0,0,0,1,0,0,0,0,0,1,0,0,28.0,0.0,5.5,0.0,0.0,4.0
5253,1956,54603.0,1,1,85,6,4,2,4,7,0,0,1373328000,0,0,0,1,0,0,0,0,0,0,1,0,0,72.5,6.5,23.0,8.5,1.0,2.0
5966,1974,45207.0,1,1,64,5,3,1,6,6,0,1,1352505600,0,0,0,0,1,0,0,0,1,0,0,0,0,101.5,0.0,5.0,0.0,0.0,1.0
5314,1951,40689.0,0,1,69,7,7,1,5,8,0,0,1363564800,0,0,1,0,0,0,0,0,0,0,1,0,0,135.0,1.5,13.5,19.5,3.0,49.5
5081,1967,47821.0,1,1,54,1,1,0,3,8,0,0,1382227200,1,0,0,0,0,0,0,0,0,0,1,0,0,4.5,0.0,8.0,3.0,3.0,5.0
5123,1951,27450.0,0,0,57,1,2,1,3,7,0,0,1365984000,0,0,0,1,0,0,0,0,1,0,0,0,0,18.5,6.0,11.5,4.0,5.5,26.0
5756,1983,39453.0,1,0,64,2,2,0,3,6,0,0,1396483200,0,0,1,0,0,0,0,0,0,0,1,0,0,23.0,0.0,3.5,0.0,0.0,1.0
8036,1971,26850.0,1,1,10,4,2,1,4,4,0,0,1397779200,1,0,0,0,0,0,0,0,0,0,1,0,0,15.5,0.5,6.5,3.5,1.0,4.5
9058,1955,79800.0,0,0,65,1,5,11,5,3,0,1,1348358400,0,0,1,0,0,0,0,0,0,0,0,1,0,530.0,10.5,265.0,16.0,0.0,112.0
5057,1961,61794.0,0,1,74,2,4,4,10,2,0,0,1379116800,0,0,0,1,0,0,0,0,1,0,0,0,0,132.0,23.5,94.0,27.0,23.5,5.5
254,1955,53863.0,0,1,4,3,7,1,7,7,0,1,1400284800,0,0,1,0,0,0,0,0,0,0,1,0,0,199.5,2.0,15.0,3.0,2.0,15.0
4179,1959,24221.0,0,0,94,1,1,1,3,4,0,0,1376956800,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0,4.5,4.5,1.0,2.5,11.0
3710,1984,39684.0,1,0,41,2,2,1,2,7,1,1,1350000000,0,0,0,0,1,0,0,0,0,1,0,0,0,9.5,0.0,17.5,3.0,2.0,8.5
7627,1975,92163.0,0,0,25,0,5,11,5,2,0,1,1355270400,0,0,0,1,0,0,0,0,1,0,0,0,0,408.5,91.5,398.5,53.0,81.5,10.0
4501,1965,69882.0,0,0,94,1,3,7,9,1,0,0,1384041600,0,0,0,1,0,0,0,0,0,1,0,0,0,146.0,63.5,317.5,66.0,63.5,82.5
6424,1977,33178.0,1,0,9,1,1,0,3,4,0,0,1391040000,0,0,1,0,0,0,0,0,0,0,1,0,0,6.0,3.0,1.0,5.5,1.0,8.0
3075,1972,59973.0,0,0,47,1,3,4,7,1,0,0,1378857600,0,0,0,0,1,0,0,0,1,0,0,0,0,65.0,15.0,84.0,10.0,17.0,0.0
4992,1975,17459.0,1,0,12,3,3,1,2,7,0,1,1379548800,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0,2.0,8.0,1.5,5.0,15.0
5252,1969,23910.0,1,0,80,1,2,0,3,7,0,0,1351209600,0,0,1,0,0,0,0,1,0,0,0,0,0,8.0,6.0,9.0,3.5,0.5,6.5
7444,1969,42169.0,1,1,20,2,1,0,3,8,0,0,1382140800,0,0,0,1,0,0,0,0,1,0,0,0,0,9.5,0.0,4.5,0.0,0.0,1.0
6919,1978,26224.0,1,0,39,3,2,1,3,6,0,0,1370304000,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,3.5,7.5,6.5,4.5,7.5
3537,1981,31089.0,1,0,57,3,3,0,4,8,0,0,1345161600,0,0,1,0,0,0,0,0,0,0,1,0,0,15.5,1.5,15.5,1.0,4.0,2.0
10277,1961,30081.0,0,1,27,1,1,0,3,7,0,0,1361404800,0,0,1,0,0,0,0,0,0,1,0,0,0,18.0,0.0,1.0,0.0,0.0,2.0
2453,1960,62807.0,0,1,83,3,5,3,12,5,0,0,1346371200,0,0,1,0,0,0,0,0,0,0,1,0,0,263.0,14.0,67.5,5.0,10.5,49.5
7972,1955,72906.0,0,0,79,1,3,4,9,1,0,0,1379376000,0,0,1,0,0,0,0,0,0,1,0,0,0,200.0,16.0,259.5,35.5,37.5,27.0
895,1948,61467.0,0,2,69,3,5,2,10,5,0,0,1355011200,0,0,0,0,1,0,0,0,1,0,0,0,0,205.0,8.0,57.0,0.0,2.5,24.5
1177,1966,49618.0,1,1,77,4,3,1,3,7,0,0,1359158400,0,0,0,1,0,0,0,0,0,0,1,0,0,40.0,1.5,13.0,2.0,1.0,7.0
7141,1986,21888.0,1,0,15,4,5,1,2,10,0,1,1356739200,0,0,0,1,0,0,0,0,0,1,0,0,0,44.0,5.0,23.0,1.0,1.5,32.0
7232,1973,42429.0,0,1,99,2,1,1,3,5,0,0,1392076800,0,0,1,0,0,0,0,0,0,0,0,1,0,27.5,0.0,3.0,1.0,0.0,2.0
8477,1956,26150.0,2,1,61,1,1,0,3,7,0,0,1362960000,0,0,1,0,0,0,0,1,0,0,0,0,0,2.5,0.5,6.5,1.5,2.5,0.5
2457,1975,30801.0,0,1,23,2,1,0,3,7,0,0,1351209600,0,1,0,0,0,0,0,0,1,0,0,0,0,4.0,2.0,2.5,7.5,1.0,5.5
988,1965,81168.0,0,0,84,1,6,4,7,3,0,1,1399420800,0,0,1,0,0,0,0,0,1,0,0,0,0,205.0,0.0,296.0,73.5,11.0,11.0
7930,1969,26877.0,0,0,74,2,3,1,6,6,0,0,1376870400,0,0,0,1,0,0,0,0,0,1,0,0,0,50.5,6.5,38.0,10.0,9.0,20.0
4587,1944,45006.0,0,0,90,1,3,1,7,3,0,0,1374105600,0,0,0,1,0,0,0,0,0,0,0,1,0,81.0,12.5,26.5,8.0,0.0,5.0
6682,1973,18978.0,1,0,41,1,1,0,3,8,0,0,1355184000,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,4.0,0.5,2.0,3.5,7.5
6222,1967,22574.0,2,1,28,2,2,0,3,7,0,0,1382918400,0,0,1,0,0,0,0,0,1,0,0,0,0,12.5,0.0,4.0,1.0,0.0,1.0
10299,1969,48240.0,0,0,73,3,6,3,13,5,0,1,1352419200,0,0,0,0,1,0,0,0,0,1,0,0,0,194.5,45.5,124.0,32.0,24.5,20.5
3083,1974,45837.0,1,1,88,5,6,2,5,7,0,0,1374796800,0,0,1,0,0,0,0,0,1,0,0,0,0,107.5,6.5,43.5,8.5,8.5,12.0
8953,1965,35791.0,2,1,94,2,1,0,3,8,0,0,1367798400,0,0,0,1,0,0,0,0,0,1,0,0,0,13.5,0.0,2.5,0.0,0.0,1.5
1503,1976,162397.0,1,1,31,0,0,0,1,1,0,0,1370217600,0,0,0,0,1,0,0,0,0,0,1,0,0,42.5,0.5,8.0,1.0,0.5,1.0
8650,1978,54162.0,1,1,31,1,1,0,3,4,0,0,1363564800,0,0,1,0,0,0,0,0,0,0,0,1,0,2.5,3.0,5.0,3.0,2.5,5.0
10862,1960,30522.0,0,1,6,5,1,2,9,2,0,0,1345161600,0,0,0,1,0,0,0,0,1,0,0,0,0,89.5,4.0,41.5,9.5,5.5,13.0
2782,1961,54456.0,0,1,23,3,6,1,7,6,0,0,1373500800,0,0,0,0,1,0,0,0,1,0,0,0,0,176.0,0.0,13.5,5.0,0.0,7.5
6941,1971,31632.0,0,0,92,1,2,1,2,7,0,0,1373760000,0,0,1,0,0,0,0,0,0,1,0,0,0,8.5,4.0,6.0,5.5,7.5,16.0
10972,1949,72298.0,0,0,52,1,4,3,6,1,0,1,1394409600,0,0,1,0,0,0,0,0,0,0,0,1,0,312.5,17.5,84.5,29.0,8.5,17.5
10708,1978,36975.0,1,0,50,1,1,0,3,7,0,0,1388188800,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,3.0,5.5,0.0,2.0,1.0
6583,1955,72635.0,0,0,54,1,6,8,6,3,0,1,1370217600,1,0,0,0,0,0,0,0,1,0,0,0,0,195.0,11.0,161.5,52.0,17.5,53.5
3641,1976,13624.0,1,0,93,2,2,0,3,6,0,0,1358640000,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0,1.0,7.5,1.0,0.5,3.0
10156,1975,84196.0,0,1,56,1,8,4,7,3,0,0,1370217600,0,0,1,0,0,0,0,0,0,1,0,0,0,107.5,31.5,253.5,115.5,15.5,95.0
4299,1960,70971.0,0,1,28,7,11,11,5,7,0,1,1348185600,0,0,1,0,0,0,0,0,0,0,1,0,0,500.5,8.5,286.0,46.5,62.5,8.5
3469,1977,34487.0,1,1,94,3,3,0,3,9,0,0,1346889600,0,0,0,0,1,0,0,1,0,0,0,0,0,9.5,9.0,16.5,12.0,0.5,4.0
5063,1977,28769.0,1,0,76,3,4,1,4,9,0,0,1355788800,0,0,1,0,0,0,0,0,0,1,0,0,0,20.5,2.5,64.5,5.0,1.5,1.5
10727,1970,69084.0,1,0,43,2,7,3,13,8,0,0,1384819200,0,0,0,0,1,0,0,0,1,0,0,0,0,590.5,53.5,99.5,19.5,15.0,15.0
9624,1958,65488.0,0,0,46,1,3,4,6,1,0,0,1402617600,0,0,0,0,1,0,0,0,0,0,1,0,0,301.5,22.5,103.5,18.0,9.0,27.0
5156,1970,62466.0,0,1,13,5,6,3,12,4,0,0,1389744000,1,0,0,0,0,0,0,0,1,0,0,0,0,64.5,64.5,129.5,84.0,60.5,41.5
4376,1960,32218.0,0,0,27,1,2,1,3,7,0,1,1392422400,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,12.0,7.5,6.5,0.5,15.0
8923,1973,83917.0,0,0,12,1,6,7,7,3,0,1,1366243200,0,0,1,0,0,0,0,0,0,1,0,0,0,257.0,11.0,366.0,21.0,99.0,39.5
8461,1962,46102.0,2,1,3,1,1,0,2,7,0,0,1394409600,0,0,1,0,0,0,0,1,0,0,0,0,0,7.0,0.0,0.5,0.0,0.0,0.5
6945,1952,84574.0,0,0,72,1,9,11,11,5,0,0,1370304000,0,0,1,0,0,0,0,0,0,1,0,0,0,193.5,10.0,356.5,19.0,27.0,81.5
944,1962,56181.0,0,1,6,1,4,2,7,4,0,0,1357603200,0,0,1,0,0,0,0,0,1,0,0,0,0,60.5,51.5,34.5,4.0,22.0,24.0
1907,1950,63120.0,0,1,53,5,8,4,9,7,0,1,1348790400,0,0,0,1,0,0,0,1,0,0,0,0,0,482.5,34.5,139.5,27.0,20.5,34.5
701,1971,73691.0,0,1,58,2,6,2,8,2,0,1,1383696000,0,0,1,0,0,0,0,0,1,0,0,0,0,353.5,10.5,125.0,42.5,21.5,36.5
3856,1960,63381.0,0,1,78,4,4,5,13,2,0,0,1349395200,0,0,1,0,0,0,0,0,0,0,1,0,0,285.5,25.0,71.0,16.5,25.0,79.5
4149,1948,76140.0,0,0,57,1,5,9,6,2,0,0,1399939200,0,0,0,0,1,0,0,0,0,0,1,0,0,293.0,33.0,326.5,8.5,0.0,13.0
2131,1959,62859.0,0,1,37,4,9,4,6,6,0,0,1356825600,0,0,0,0,1,0,0,1,0,0,0,0,0,531.5,44.5,51.0,8.0,6.0,12.5
2942,1964,45906.0,0,1,20,2,5,4,4,5,0,1,1367884800,0,0,1,0,0,0,0,0,0,1,0,0,0,152.5,1.5,13.5,2.0,1.5,72.0
1173,1947,77632.0,0,0,73,1,4,2,6,2,0,1,1362873600,0,0,0,1,0,0,0,0,0,0,1,0,0,600.0,52.5,379.0,0.0,21.0,73.5
4381,1971,46463.0,1,1,56,7,3,1,6,6,0,0,1376784000,0,0,0,0,1,0,0,0,1,0,0,0,0,81.5,1.0,20.0,4.0,5.5,5.5
4611,1970,105471.0,0,0,36,0,9,8,13,3,0,1,1358726400,0,0,1,0,0,0,0,0,0,0,1,0,0,504.5,90.5,52.0,101.0,10.5,103.5
3376,1970,55282.0,1,0,9,1,3,1,6,4,0,0,1386892800,0,0,0,1,0,0,0,1,0,0,0,0,0,62.5,3.0,36.5,4.0,2.0,9.5
4679,1977,78710.0,0,1,42,3,7,6,12,4,0,0,1400803200,0,0,0,1,0,0,0,0,1,0,0,0,0,360.5,0.0,76.0,59.5,25.0,25.0
10928,1958,66886.0,0,1,28,2,7,1,7,5,0,0,1379289600,0,0,1,0,0,0,0,0,0,0,1,0,0,157.5,2.0,31.0,20.5,15.5,73.0
4248,1960,98777.0,0,0,23,0,4,6,9,1,0,1,1392595200,0,0,0,1,0,0,0,0,0,1,0,0,0,500.0,9.5,355.5,62.5,57.5,19.0
6728,1985,29103.0,1,0,38,2,1,0,3,9,0,0,1346025600,0,0,1,0,0,0,0,0,0,0,1,0,0,8.0,0.0,8.5,3.0,1.5,3.0
6661,1974,67445.0,0,1,63,5,9,6,12,6,0,0,1344729600,0,0,1,0,0,0,0,0,1,0,0,0,0,378.5,40.0,108.5,14.5,40.0,5.5
4725,1950,50616.0,0,1,71,1,1,1,4,2,0,0,1397347200,0,0,0,0,1,0,0,0,0,0,1,0,0,15.0,1.0,12.5,0.0,0.5,4.5
3277,1955,49431.0,0,1,9,2,7,1,5,8,0,0,1343952000,0,0,1,0,0,0,0,1,0,0,0,0,0,109.5,1.5,50.0,13.0,0.0,8.5
5555,1975,153924.0,0,0,81,0,0,0,0,0,0,0,1391731200,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5
2564,1953,61278.0,0,1,87,2,3,1,4,6,0,0,1388793600,0,0,1,0,0,0,0,0,0,0,1,0,0,55.5,1.5,14.0,1.0,3.0,7.5
946,1958,26490.0,0,0,92,2,3,1,5,6,0,0,1348272000,1,0,0,0,0,0,0,0,0,0,1,0,0,22.5,23.5,26.0,10.5,10.0,12.5
3867,1947,73059.0,0,1,36,1,9,3,13,4,0,0,1377907200,0,0,0,0,1,0,0,0,0,0,1,0,0,205.0,56.0,210.0,0.0,41.0,35.5
6940,1966,46734.0,1,2,86,4,3,2,3,6,0,1,1382313600,0,0,0,0,1,0,0,0,0,1,0,0,0,50.0,0.5,19.5,3.0,0.5,38.0
55,1963,56253.0,0,1,83,4,7,2,9,6,0,0,1354838400,0,0,1,0,0,0,0,0,0,0,1,0,0,254.5,0.0,32.5,3.5,5.5,2.5
7093,1985,19986.0,1,0,74,1,0,0,3,7,0,0,1384387200,0,0,1,0,0,0,0,0,1,0,0,0,0,1.5,3.0,2.5,0.0,1.0,3.0
5084,1975,58330.0,0,1,87,1,6,4,13,4,0,0,1387929600,0,0,1,0,0,0,0,0,0,0,0,1,0,222.5,26.5,106.5,52.0,49.0,75.5
1777,1980,25965.0,0,0,29,1,2,0,3,8,0,0,1346976000,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,5.5,20.5,3.5,5.5
8162,1956,14661.0,0,0,88,1,1,0,3,6,0,0,1356998400,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,0.5,5.5,3.0,1.0,1.0
10826,1959,18690.0,0,0,77,1,1,1,2,8,0,0,1356652800,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0.5,3.5,11.5,2.0,9.5
8754,1974,45068.0,0,1,25,1,1,0,2,7,0,0,1368662400,0,0,0,0,1,0,0,0,0,0,1,0,0,7.0,0.0,1.5,0.0,0.0,1.5
1987,1987,21063.0,1,0,34,2,2,0,3,6,0,0,1380067200,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,5.0,5.5,9.5,1.5,7.5
11007,1968,29187.0,1,0,43,1,1,0,3,8,0,0,1368057600,0,0,0,0,1,0,0,0,1,0,0,0,0,13.0,0.0,3.0,0.0,0.0,1.0
7426,1971,54690.0,1,1,76,3,3,1,5,3,0,0,1383782400,1,0,0,0,0,0,0,0,1,0,0,0,0,55.5,8.0,18.5,3.5,4.5,9.0
9153,1964,59304.0,0,1,81,3,7,8,10,5,0,0,1375056000,0,0,0,0,1,0,0,0,1,0,0,0,0,209.0,30.5,214.0,40.0,25.5,5.0
10379,1962,59247.0,0,2,87,5,5,2,9,6,0,0,1383868800,0,0,0,1,0,0,0,0,0,1,0,0,0,163.5,4.5,61.0,9.5,7.0,41.5
9204,1970,66731.0,0,1,33,4,4,3,6,3,0,0,1347408000,0,0,1,0,0,0,0,0,0,0,0,1,0,185.5,79.5,97.0,29.0,53.0,70.5
3197,1980,77353.0,0,1,38,2,6,4,8,4,0,0,1387152000,0,0,1,0,0,0,0,0,1,0,0,0,0,137.5,29.5,53.5,34.5,50.5,29.5
2920,1975,52614.0,0,1,63,2,2,4,8,8,0,0,1354320000,0,0,0,0,1,0,0,0,0,1,0,0,0,394.5,0.0,71.0,6.0,4.5,19.0
6961,1974,26751.0,2,0,26,1,1,0,2,8,0,0,1400716800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,0.5,2.5,0.0,1.5,0.5
4673,1963,81300.0,0,1,17,3,10,3,5,5,0,1,1351555200,0,0,0,0,1,0,0,0,1,0,0,0,0,502.0,6.0,72.5,16.0,6.0,18.0
9937,1979,70337.0,0,0,75,1,2,2,12,1,0,0,1388620800,0,0,1,0,0,0,0,0,0,1,0,0,0,93.5,40.5,74.5,12.5,21.5,45.5
8779,1985,36145.0,1,0,13,4,4,1,3,9,0,1,1371340800,1,0,0,0,0,0,0,0,1,0,0,0,0,28.0,2.0,38.0,8.5,0.5,9.0
9596,1980,65295.0,0,0,19,1,3,3,13,2,0,0,1387756800,0,0,0,0,1,0,0,0,0,1,0,0,0,182.5,16.0,58.5,17.0,55.0,3.0
2891,1963,68118.0,0,1,51,2,8,9,4,6,0,0,1382054400,0,0,1,0,0,0,0,1,0,0,0,0,0,297.5,11.5,61.5,5.0,11.5,77.0
4910,1967,68743.0,0,0,81,1,11,5,13,7,0,0,1346284800,0,0,1,0,0,0,0,1,0,0,0,0,0,566.0,67.0,192.0,87.5,67.0,57.5
75,1982,41039.0,0,0,32,1,8,1,5,8,0,0,1374710400,1,0,0,0,0,0,0,0,0,0,1,0,0,17.0,5.5,68.5,89.5,30.5,22.5
10120,1955,38946.0,0,1,84,2,3,1,6,5,0,0,1382572800,0,0,1,0,0,0,0,0,0,0,1,0,0,58.0,3.0,41.0,3.0,3.0,20.5
6327,1967,65777.0,0,0,87,1,2,8,6,1,0,0,1387411200,0,0,1,0,0,0,0,0,0,0,1,0,0,282.5,16.0,217.5,14.0,16.0,27.0
10142,1976,66476.0,0,1,99,2,5,2,11,4,0,0,1362614400,0,0,0,0,1,0,0,1,0,0,0,0,0,186.0,9.0,63.0,23.5,24.0,39.0
9826,1972,86857.0,0,0,96,1,5,6,10,2,0,1,1347408000,0,0,0,0,1,0,0,0,0,1,0,0,0,449.5,51.0,419.0,66.5,51.0,20.0
1501,1982,160803.0,0,0,21,15,0,28,1,0,0,0,1344038400,0,0,0,0,1,0,0,0,1,0,0,0,0,27.5,8.0,811.0,8.5,1.5,2.0
10767,1989,77845.0,0,0,40,1,3,5,12,1,0,1,1400198400,0,0,0,0,1,0,0,0,0,0,1,0,0,380.0,20.0,240.0,0.0,20.0,13.0
7279,1969,69476.0,0,0,3,1,4,6,4,2,0,0,1380499200,0,0,0,0,1,0,0,0,0,0,1,0,0,130.0,43.0,279.5,31.5,4.5,33.5
7230,1960,50611.0,0,1,98,6,4,5,7,6,0,1,1349308800,0,0,0,0,1,0,0,1,0,0,0,0,0,229.5,0.0,12.0,3.0,0.0,2.0
143,1970,61209.0,0,0,73,1,5,3,4,2,0,0,1377388800,0,0,1,0,0,0,0,0,0,1,0,0,0,233.0,0.0,112.0,59.5,24.5,49.5
450,1958,42315.0,0,1,90,3,1,4,4,3,0,0,1373587200,0,0,0,1,0,0,0,0,0,0,1,0,0,33.5,7.5,40.0,8.5,5.5,40.0
9316,1952,13084.0,0,0,29,1,1,0,3,6,0,0,1383350400,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,3.5,1.5,3.5,5.0
6379,1949,47570.0,1,1,3,3,2,2,2,7,0,1,1369785600,0,0,0,1,0,0,0,0,0,0,0,1,0,33.5,0.5,10.0,0.0,1.0,15.5
9239,1961,61923.0,0,2,94,1,2,1,4,3,0,0,1374796800,0,0,0,1,0,0,0,0,1,0,0,0,0,46.0,2.0,9.0,1.5,1.5,3.0
8315,1995,34824.0,0,0,65,1,1,0,2,6,0,0,1395792000,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.0,5.5,1.0,0.0,2.0
2868,1949,26518.0,1,1,33,3,2,0,3,8,0,1,1365379200,0,0,0,0,1,0,0,0,0,1,0,0,0,10.0,0.5,14.0,1.5,1.5,1.0
10888,1961,45938.0,0,0,46,2,8,4,6,6,0,0,1383436800,0,0,1,0,0,0,0,0,0,1,0,0,0,136.5,5.5,89.0,31.0,41.5,14.5
1277,1960,78468.0,0,0,29,1,10,7,10,4,0,1,1397001600,0,0,1,0,0,0,0,0,0,0,1,0,0,217.0,11.0,194.0,52.0,11.0,17.0
9977,1973,78901.0,0,1,99,3,9,3,5,4,0,0,1379376000,0,0,1,0,0,0,0,1,0,0,0,0,0,160.5,5.5,154.5,16.5,13.0,17.0
10196,1978,71427.0,2,0,26,2,8,2,8,4,0,0,1394582400,0,0,1,0,0,0,0,0,1,0,0,0,0,106.0,61.5,88.5,7.5,32.0,11.5
6384,1978,71022.0,0,1,30,3,5,2,11,8,0,1,1392076800,0,0,1,0,0,0,0,1,0,0,0,0,0,454.5,6.0,139.0,0.0,6.0,121.0
8029,1988,90247.0,0,0,27,1,3,4,7,1,0,1,1398729600,0,0,0,1,0,0,0,0,0,1,0,0,0,592.0,16.0,176.0,10.5,8.0,8.0
968,1968,41335.0,1,0,24,3,4,1,4,7,0,0,1388016000,0,0,0,1,0,0,0,1,0,0,0,0,0,56.0,9.5,10.5,8.0,7.0,2.5
6988,1986,71952.0,1,0,93,2,8,4,8,4,0,1,1357776000,0,0,1,0,0,0,0,0,1,0,0,0,0,328.0,40.0,227.5,26.0,53.5,46.5
4472,1970,35682.0,1,0,34,1,1,1,3,2,0,0,1403827200,0,0,0,0,1,0,0,1,0,0,0,0,0,11.5,0.0,4.0,3.0,1.0,9.0
6991,1951,43185.0,0,1,88,2,9,3,6,8,0,0,1365552000,0,0,1,0,0,0,0,1,0,0,0,0,0,268.5,3.0,21.0,8.0,3.0,15.0
3336,1948,66375.0,0,1,96,3,2,4,5,7,0,1,1384992000,0,0,0,0,1,0,0,0,0,0,1,0,0,356.0,0.0,22.5,0.0,0.0,95.5
4301,1971,35178.0,1,0,10,1,1,1,2,7,0,1,1357776000,0,0,0,1,0,0,0,0,1,0,0,0,0,11.5,0.5,6.5,1.0,1.0,9.0
1940,1986,25252.0,1,0,26,1,1,0,2,8,0,0,1373587200,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,1.5,2.0,1.0,1.0,3.0
1272,1965,55250.0,0,1,49,4,7,5,10,5,0,0,1350777600,0,0,0,1,0,0,0,0,0,1,0,0,0,332.0,29.0,41.5,16.0,0.0,33.0
1388,1975,33249.0,1,0,11,2,2,1,3,6,0,0,1361318400,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,5.0,10.5,9.5,7.0,21.0
1044,1953,58398.0,0,0,44,3,5,4,8,4,0,0,1368489600,0,0,1,0,0,0,0,0,0,0,1,0,0,149.5,2.5,100.5,10.5,10.5,24.5
6969,1982,50272.0,1,0,75,3,4,1,5,7,0,0,1375833600,0,0,1,0,0,0,0,0,0,0,1,0,0,49.5,6.5,33.0,21.5,4.0,2.0
10479,1975,76618.0,0,0,64,1,3,2,5,1,0,0,1354838400,0,0,0,0,1,0,0,0,1,0,0,0,0,374.5,20.0,147.0,60.5,80.0,73.5
3619,1960,87305.0,0,0,19,1,5,3,8,2,0,1,1348358400,1,0,0,0,0,0,0,1,0,0,0,0,0,172.5,12.5,250.5,31.5,69.0,40.0
1715,1978,25851.0,1,0,45,2,2,0,3,7,0,0,1360540800,0,0,1,0,0,0,0,0,0,0,1,0,0,4.5,2.0,9.0,3.5,2.5,2.5
10159,1970,58710.0,0,1,77,6,11,5,9,6,0,0,1364688000,0,0,1,0,0,0,0,1,0,0,0,0,0,220.0,40.5,184.0,0.0,61.0,87.0
1463,1958,45160.0,1,1,9,1,1,0,2,7,0,0,1396051200,0,0,1,0,0,0,0,0,0,1,0,0,0,4.0,1.0,2.5,1.5,0.0,1.5
5114,1965,74806.0,0,1,1,2,5,4,5,4,0,0,1355875200,0,0,0,1,0,0,0,0,1,0,0,0,0,335.0,4.5,124.5,0.0,14.0,4.5
4990,1954,59111.0,0,0,90,1,11,1,8,7,0,0,1367452800,0,0,1,0,0,0,0,0,1,0,0,0,0,262.0,0.0,67.0,14.0,14.0,77.5
4329,1984,18988.0,1,0,43,2,1,0,3,7,0,0,1400803200,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,0.0,3.0,1.0,0.5,0.5
10936,1965,72190.0,0,0,79,1,5,6,4,3,0,0,1360713600,0,0,1,0,0,0,0,0,1,0,0,0,0,298.5,83.0,298.5,86.0,83.0,124.5
4692,1976,7500.0,1,0,19,5,4,1,2,9,0,1,1343779200,0,0,1,0,0,0,0,0,1,0,0,0,0,3.5,0.0,6.0,6.5,3.5,16.0
7212,1966,44794.0,0,1,99,1,2,0,3,6,0,0,1402185600,0,0,1,0,0,0,0,0,1,0,0,0,0,27.0,0.0,3.5,0.0,0.0,2.0
6086,1955,80395.0,0,0,62,1,6,5,12,2,0,1,1385164800,0,0,1,0,0,0,0,0,1,0,0,0,0,222.5,12.5,353.0,40.0,38.0,24.0
437,1976,75012.0,0,0,41,1,3,8,11,1,0,0,1390608000,0,0,0,1,0,0,0,1,0,0,0,0,0,147.0,71.0,109.0,82.0,29.0,75.5
11171,1965,56962.0,2,1,60,7,6,3,5,7,0,0,1381449600,0,0,0,1,0,0,0,0,1,0,0,0,0,146.0,1.5,38.5,5.0,1.5,13.0
11101,1991,89891.0,0,0,17,1,11,6,8,4,0,1,1365984000,0,0,1,0,0,0,0,0,0,0,1,0,0,206.0,11.0,66.0,29.5,14.0,91.5
5329,1949,35946.0,1,1,24,1,0,0,3,5,0,0,1380240000,0,0,0,0,1,0,0,1,0,0,0,0,0,4.0,0.0,1.5,0.0,0.0,0.0
610,1953,53593.0,1,1,60,8,7,2,6,8,0,0,1344297600,0,0,0,0,1,0,0,0,0,0,1,0,0,174.5,2.0,39.0,3.0,0.0,21.5
9384,1978,66373.0,1,1,57,7,4,2,10,3,0,0,1370995200,0,0,1,0,0,0,0,0,1,0,0,0,0,164.0,4.5,62.0,6.0,12.0,54.5
5956,1948,45072.0,1,2,74,5,6,1,4,8,0,0,1381881600,0,0,0,0,1,0,0,1,0,0,0,0,0,72.0,1.0,49.5,3.5,1.0,15.0
