,Year_Birth,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Dt_Customer_Unix_time_seconds,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,MntFruitsYear,MntMeatProductsYear,MntFishProductsYear,MntSweetProductsYear,MntGoldProdsYear
1525,1986,42386.0,1,0,43,1,3,0,3,8,0,1358035200,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,8.0,0.0,2.0,5.5
1389,1953,36957.0,1,1,43,4,3,2,2,9,0,1346889600,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,8.0,1.0,0.5,15.5
407,1974,82584.0,0,0,26,1,3,4,8,1,0,1370304000,0,0,0,1,0,0,0,0,1,0,0,0,0,34.0,51.5,14.5,45.5,34.0
201,1974,46014.0,1,1,21,10,7,1,8,7,0,1358726400,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,29.5,9.5,4.5,22.0
18,1985,33812.0,1,0,86,2,2,1,3,6,0,1351900800,1,0,0,0,0,0,0,0,0,1,0,0,0,8.5,9.5,15.0,12.0,19.5
2128,1976,30560.0,1,0,6,1,1,0,3,7,0,1372291200,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,2.5,2.0,2.5,3.5
62,1979,88194.0,0,1,19,1,11,10,10,5,0,1395187200,1,0,0,0,0,0,0,0,0,1,0,0,0,7.0,154.5,100.5,12.0,19.0
1772,1962,82122.0,0,0,89,1,3,9,13,1,0,1376524800,1,0,0,0,0,0,0,0,0,0,1,0,0,11.0,175.0,75.5,12.5,50.0
225,1958,79761.0,0,1,32,1,5,2,11,3,0,1380844800,0,0,0,0,1,0,0,0,0,1,0,0,0,2.5,62.0,7.5,17.5,5.5
1681,1955,38452.0,1,1,62,3,3,0,3,7,0,1396137600,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,7.0,0.0,0.0,1.0
1665,1969,42231.0,1,1,99,1,1,0,3,5,0,1395705600,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,4.0,0.0,0.5,2.0
1190,1965,84618.0,0,0,96,1,6,9,10,2,0,1385078400,0,0,0,0,1,0,0,0,1,0,0,0,0,50.0,400.5,10.5,33.0,0.0
833,1980,15072.0,2,0,96,4,3,1,3,5,0,1368144000,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,7.5,0.0,5.0,9.0
1066,1956,79456.0,0,0,12,1,5,6,4,3,0,1345593600,0,0,1,0,0,0,0,0,1,0,0,0,0,21.0,274.0,32.0,41.5,49.5
1154,1996,14421.0,0,0,81,1,1,0,2,5,0,1392595200,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,1.5,1.5,4.0
773,1976,40780.0,0,1,30,4,7,1,5,9,0,1347062400,0,0,1,0,0,0,0,1,0,0,0,0,0,13.5,35.5,6.5,1.5,17.0
2067,1993,79244.0,0,0,58,1,4,10,7,1,0,1355875200,0,0,1,0,0,1,0,0,0,0,0,0,0,51.0,62.5,106.0,30.5,122.5
78,1987,81361.0,0,0,18,1,3,10,13,1,0,1393286400,0,0,1,0,0,0,0,1,0,0,0,0,0,11.5,212.0,13.5,32.5,38.0
139,1953,59354.0,0,2,59,1,4,4,7,3,0,1398297600,0,0,0,1,0,0,0,0,1,0,0,0,0,10.5,39.0,19.5,6.5,6.5
753,1956,62058.0,0,1,52,4,6,1,7,6,0,1369526400,0,0,0,1,0,0,0,0,1,0,0,0,0,3.5,37.0,5.0,0.0,29.0
1441,1959,57957.0,0,1,24,7,4,6,8,3,1,1376870400,0,0,1,0,0,0,0,0,0,0,1,0,0,29.5,88.5,38.5,2.5,14.5
1909,1965,62694.0,1,1,29,5,9,3,7,7,0,1371427200,0,0,0,1,0,0,0,0,1,0,0,0,0,3.0,78.5,12.5,45.5,45.5
1250,1963,53378.0,1,1,41,10,9,4,6,8,0,1348444800,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,76.0,4.0,3.0,66.0
1730,1961,63342.0,0,1,48,3,8,3,5,6,0,1350345600,0,0,0,0,1,0,0,0,0,0,1,0,0,10.5,59.0,6.5,5.0,10.5
2029,1947,81044.0,0,0,0,1,5,6,10,1,0,1388102400,1,0,0,0,0,0,0,0,1,0,0,0,0,13.0,267.5,36.5,49.0,13.0
399,1943,75865.0,0,0,73,1,3,5,10,1,0,1396224000,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,295.5,78.0,0.0,6.0
205,1948,83790.0,0,0,81,1,8,10,6,3,0,1384473600,0,0,0,1,0,0,0,0,1,0,0,0,0,8.0,208.5,21.0,24.0,8.0
117,1984,79607.0,0,0,37,1,3,6,6,1,0,1366502400,0,0,1,0,0,0,0,0,0,1,0,0,0,66.5,475.5,86.5,0.0,108.0
1855,1987,23830.0,0,0,3,1,1,0,3,7,0,1391731200,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,3.0,2.0,4.0,8.0
2007,1953,23272.0,0,0,29,1,1,0,3,4,0,1381968000,0,0,1,0,0,0,0,1,0,0,0,0,0,1.5,3.0,2.0,1.0,6.0
1645,1985,41473.0,1,0,80,1,2,0,3,7,0,1371600000,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,10.0,7.5,1.5,4.5
1690,1986,83512.0,0,0,31,1,4,7,10,1,0,1402963200,0,0,1,0,0,0,0,0,1,0,0,0,0,30.5,417.5,40.0,10.0,50.5
358,1972,38578.0,1,1,2,3,3,0,3,8,0,1371859200,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,11.0,1.5,1.5,1.5
1664,1952,49413.0,0,1,88,2,4,2,5,5,0,1382659200,0,0,1,0,0,0,0,0,1,0,0,0,0,3.5,20.5,1.5,1.0,23.0
963,1954,53103.0,0,1,70,5,10,6,7,7,0,1378944000,0,0,1,0,0,0,0,0,0,0,1,0,0,8.5,66.5,5.5,0.0,97.5
638,1955,49431.0,0,1,9,2,7,1,5,8,0,1343952000,0,0,1,0,0,0,0,1,0,0,0,0,0,1.5,50.0,13.0,0.0,8.5
781,1965,60161.0,0,1,17,3,11,4,8,8,0,1350950400,1,0,0,0,0,0,0,1,0,0,0,0,0,22.0,106.0,23.0,4.0,88.5
2159,1960,67716.0,0,1,8,4,7,4,13,5,0,1357776000,0,0,1,0,0,0,0,0,1,0,0,0,0,71.0,108.5,31.0,4.5,28.0
1698,1974,44392.0,1,1,71,5,4,1,4,7,0,1378339200,0,0,1,0,0,0,0,0,0,0,1,0,0,2.5,35.5,3.5,6.0,14.5
569,1971,26850.0,1,1,10,4,2,1,4,4,0,1397779200,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,6.5,3.5,1.0,4.5
473,1952,28457.0,0,0,96,1,4,1,4,8,0,1351382400,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,54.0,14.5,14.5,7.0
1660,1978,70440.0,0,0,49,1,5,10,7,3,0,1381190400,0,0,1,0,0,0,0,0,0,0,1,0,0,58.5,249.5,38.0,51.0,44.0
495,1979,60152.0,0,1,6,1,6,4,12,3,0,1364428800,0,0,1,0,0,0,0,0,0,1,0,0,0,41.5,150.0,43.0,29.0,45.5
199,1954,77972.0,0,0,18,1,4,6,9,1,0,1395100800,0,0,1,0,0,0,0,0,0,0,1,0,0,11.0,159.5,16.5,51.0,6.0
111,1953,56129.0,0,1,65,4,6,2,10,4,0,1371686400,0,0,0,1,0,0,0,0,0,0,1,0,0,24.0,66.5,19.5,36.0,24.0
1994,1958,68281.0,0,0,31,1,2,9,13,5,0,1344297600,0,0,1,0,0,0,0,0,0,1,0,0,0,56.0,208.5,21.0,24.0,20.5
1588,1973,60432.0,0,1,61,5,7,2,5,6,0,1394323200,0,0,0,1,0,0,0,0,1,0,0,0,0,1.5,7.5,2.0,1.5,5.5
1164,1950,48070.0,0,1,33,3,8,2,6,7,1,1358035200,0,0,1,0,0,0,0,0,0,0,1,0,0,7.0,41.5,3.0,4.5,9.5
133,1988,41883.0,1,0,13,3,4,2,3,7,0,1363651200,0,0,1,0,0,0,0,0,0,0,1,0,0,17.0,20.5,36.5,8.0,58.0
1711,1959,18690.0,0,0,77,1,1,1,2,8,0,1356652800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,3.5,11.5,2.0,9.5
783,1968,19329.0,1,0,39,3,4,0,3,8,0,1386979200,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,8.0,6.0,1.0,2.5
1255,1963,64191.0,0,1,30,3,5,3,13,3,0,1358812800,0,0,0,1,0,0,0,0,0,1,0,0,0,7.5,93.0,75.5,19.0,7.5
419,1956,50943.0,0,1,49,1,1,0,3,5,0,1371772800,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,3.5,1.0,0.0,3.0
1899,1965,34230.0,1,1,72,1,1,0,2,7,0,1356480000,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0.0,0.0,1.0
2089,1969,66476.0,0,1,80,2,6,8,10,4,0,1386115200,0,0,0,1,0,0,0,0,0,0,1,0,0,14.0,76.0,12.5,4.5,28.5
1562,1950,82460.0,0,0,78,1,5,3,6,1,0,1385942400,0,0,1,0,0,0,0,1,0,0,0,0,0,23.5,286.5,26.0,16.0,7.5
1217,1983,28427.0,1,0,67,2,2,0,3,8,0,1363824000,0,0,1,0,0,0,0,0,0,0,1,0,0,1.5,9.5,1.5,1.5,3.0
2033,1955,36927.0,1,1,46,2,3,0,3,8,0,1401667200,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,8.0,0.0,0.0,2.0
1179,1968,63841.0,0,1,64,1,9,3,9,6,0,1366502400,0,0,0,1,0,0,0,1,0,0,0,0,0,7.5,50.0,10.0,3.5,65.5
691,1951,43185.0,0,1,88,2,9,3,6,8,0,1365552000,0,0,1,0,0,0,0,1,0,0,0,0,0,3.0,21.0,8.0,3.0,15.0
166,1970,38853.0,1,1,90,2,2,0,3,7,0,1400803200,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,7.0,0.0,0.0,1.0
542,1970,15315.0,0,0,27,2,2,0,4,5,0,1375488000,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,6.5,7.5,4.0,8.5
401,1994,80134.0,0,0,11,1,2,7,11,5,0,1392336000,0,0,1,0,0,0,0,0,0,0,1,0,0,13.0,141.0,26.0,13.0,13.0
47,1964,79143.0,0,0,2,1,6,9,13,3,0,1344643200,0,0,0,1,0,0,0,0,1,0,0,0,0,18.5,390.0,13.5,83.5,16.0
1886,1971,60491.0,0,1,81,4,6,11,7,5,0,1378425600,0,0,0,0,1,0,0,0,1,0,0,0,0,23.5,118.5,6.0,9.5,38.0
329,1952,82623.0,0,0,58,1,2,9,4,1,0,1384041600,0,0,1,0,0,0,0,1,0,0,0,0,0,17.0,102.0,86.0,76.5,86.5
61,1967,32474.0,1,1,0,1,1,0,2,7,0,1399766400,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.5,0.0,0.0,0.0
2076,1984,14796.0,1,0,1,2,1,0,3,9,0,1347840000,1,0,0,0,0,0,0,0,1,0,0,0,0,1.5,4.0,3.5,2.0,8.0
793,1972,72504.0,0,1,43,2,5,9,6,2,0,1365206400,0,0,1,0,0,0,0,0,0,1,0,0,0,13.0,235.0,61.5,80.5,47.0
485,1961,48330.0,0,1,2,1,1,0,3,5,0,1384473600,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,2.0,0.0,0.0,0.0
29,1963,38620.0,0,0,56,1,2,5,3,3,0,1368230400,0,0,0,1,0,0,0,0,0,0,1,0,0,8.5,22.0,17.0,11.0,44.5
616,1970,62466.0,0,1,13,5,6,3,12,4,0,1389744000,1,0,0,0,0,0,0,0,1,0,0,0,0,64.5,129.5,84.0,60.5,41.5
2175,1969,57731.0,0,1,0,4,8,8,6,6,0,1353628800,0,0,1,0,0,0,0,0,0,1,0,0,0,10.5,150.0,32.5,4.0,22.0
1515,1988,23331.0,1,0,97,6,5,1,5,9,0,1349395200,1,0,0,0,0,0,0,0,0,1,0,0,0,10.0,50.5,12.0,7.5,2.5
1483,1973,54108.0,1,1,74,13,8,2,9,8,0,1352073600,0,0,0,1,0,0,0,0,1,0,0,0,0,3.0,45.5,4.0,3.0,48.5
1310,1982,24711.0,0,0,86,1,3,0,3,7,0,1397779200,0,0,1,0,0,0,0,0,1,0,0,0,0,3.5,12.5,3.0,1.5,3.5
1915,1975,34984.0,1,1,40,2,1,0,3,7,0,1346889600,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,7.5,1.5,2.5,1.5
1611,1969,42731.0,1,0,64,3,4,1,5,5,0,1382313600,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,25.5,3.0,1.0,12.0
1736,1968,41120.0,1,1,80,3,2,1,3,6,0,1383696000,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,11.5,0.0,4.0,12.0
156,1959,52332.0,0,0,63,1,3,2,6,4,0,1377648000,0,0,1,0,0,0,0,1,0,0,0,0,0,2.5,16.5,3.5,0.0,1.0
1878,1945,113734.0,0,0,9,0,27,0,0,1,0,1401235200,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.5,0.5,131.0,1.5
1158,1979,23724.0,1,0,65,2,2,0,3,8,0,1357603200,0,1,0,0,0,0,0,0,0,0,1,0,0,11.5,7.5,0.0,9.0,7.0
1962,1951,94642.0,0,0,35,0,5,7,9,1,0,1392163200,0,0,1,0,0,0,0,0,1,0,0,0,0,71.5,398.5,53.0,71.5,71.5
632,1977,78710.0,0,1,42,3,7,6,12,4,0,1400803200,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,76.0,59.5,25.0,25.0
270,1974,65640.0,0,1,74,1,5,1,8,2,0,1393632000,0,0,0,0,1,0,0,0,0,0,1,0,0,3.5,74.5,10.0,7.5,33.0
1953,1975,40794.0,0,1,18,2,6,3,5,7,0,1365292800,0,0,1,0,0,0,0,0,1,0,0,0,0,11.5,36.5,2.0,11.5,25.0
1273,1971,52531.0,0,0,68,2,7,2,10,6,0,1356825600,0,0,1,0,0,0,0,0,1,0,0,0,0,56.0,75.5,25.5,36.0,62.5
1682,1989,18358.0,1,0,49,3,3,0,4,7,0,1384905600,0,0,1,0,0,0,0,0,0,1,0,0,0,4.0,9.5,8.0,2.0,2.0
2145,1970,65706.0,0,0,77,1,11,3,12,7,0,1372377600,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,64.5,6.5,0.0,64.5
1454,1958,65148.0,0,1,9,2,6,6,7,4,0,1353024000,0,0,1,0,0,0,0,0,1,0,0,0,0,17.5,211.0,16.5,6.0,76.5
2186,1950,38054.0,1,1,24,2,2,0,3,7,0,1398902400,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,8.5,1.0,0.5,0.0
615,1958,65488.0,0,0,46,1,3,4,6,1,0,1402617600,0,0,0,0,1,0,0,0,0,0,1,0,0,22.5,103.5,18.0,9.0,27.0
930,1982,57937.0,0,1,56,3,4,4,9,3,0,1392508800,1,0,0,0,0,0,0,0,1,0,0,0,0,21.0,72.0,27.5,24.0,66.5
2177,1978,73807.0,0,1,88,2,5,5,11,2,0,1357084800,0,0,1,0,0,0,0,0,1,0,0,0,0,62.0,78.0,35.5,39.0,27.0
1712,1955,37244.0,1,1,90,1,1,1,2,7,0,1367020800,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,5.0,0.0,0.0,12.5
55,1982,75777.0,0,0,12,1,3,6,11,1,0,1372896000,0,0,0,1,0,0,0,0,0,1,0,0,0,13.0,269.0,34.5,6.5,40.0
1115,1967,25930.0,1,1,87,1,1,0,2,7,0,1381363200,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,1.0,1.0,0.0,2.0
1192,1957,40451.0,0,2,54,1,1,1,2,5,0,1392508800,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0.0,0.0,5.0
965,1965,4861.0,0,0,20,0,0,0,0,14,0,1403395200,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.0,0.5
677,1952,13084.0,0,0,29,1,1,0,3,6,0,1383350400,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,3.5,1.5,3.5,5.0
2152,1971,52914.0,0,1,32,2,7,3,3,7,0,1357516800,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0,22.0,15.0,5.0,113.5
912,1993,74293.0,0,0,66,1,5,4,6,2,0,1399161600,0,0,1,0,0,0,0,0,0,1,0,0,0,76.0,167.5,46.5,45.5,40.5
527,1982,84169.0,0,0,9,1,7,6,6,3,0,1375833600,0,0,0,0,1,0,0,0,1,0,0,0,0,9.5,201.5,0.0,9.5,0.0
1456,1956,64857.0,0,0,78,1,7,5,10,4,0,1353628800,0,0,0,1,0,0,0,0,0,1,0,0,0,7.0,358.5,105.0,0.0,21.5
221,1951,15033.0,0,0,37,1,1,0,3,3,0,1397606400,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.5,3.0,0.0,2.0
486,1990,24279.0,0,0,6,1,4,1,3,8,0,1356739200,0,1,0,0,0,0,0,0,1,0,0,0,0,18.0,10.5,10.0,31.0,54.0
883,1986,21846.0,1,0,38,4,4,0,3,8,0,1382400000,0,0,1,0,0,0,0,1,0,0,0,0,0,8.5,9.0,3.0,5.0,13.0
530,1964,85620.0,0,0,68,1,3,6,4,1,0,1389052800,0,0,1,0,0,0,0,0,0,0,0,1,0,23.0,462.5,30.0,53.5,23.0
359,1975,46098.0,1,1,86,4,3,2,2,8,0,1345248000,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,13.5,0.0,0.0,18.0
1287,1970,44267.0,1,1,48,5,5,2,4,9,0,1361750400,0,0,1,0,0,0,0,1,0,0,0,0,0,2.5,32.5,1.5,2.5,24.5
1139,1963,23091.0,1,1,98,4,2,1,3,7,0,1401235200,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,5.5,0.0,0.0,1.0
301,1956,28839.0,1,1,86,2,2,0,3,5,0,1394496000,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,3.5,0.0,0.0,0.5
136,1981,38547.0,1,0,49,1,1,0,2,8,1,1377648000,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,5.0,0.0,0.5,2.0
1159,1960,47353.0,0,1,93,3,2,2,6,5,0,1384300800,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,9.5,4.0,4.0,2.0
112,1967,32557.0,1,0,13,3,2,1,3,5,0,1393200000,0,0,0,1,0,0,0,0,0,1,0,0,0,1.5,14.5,0.0,2.0,5.0
1498,1972,37787.0,1,0,50,1,3,0,3,8,0,1379635200,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,20.0,2.0,1.5,9.0
1017,1977,31056.0,1,0,99,1,1,0,3,8,0,1358812800,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,6.5,1.5,4.0,8.0
1083,1979,56775.0,0,1,62,2,5,8,10,5,0,1357084800,0,0,1,0,0,0,0,0,1,0,0,0,0,17.5,80.0,29.0,17.5,17.5
472,1969,14045.0,1,0,24,1,1,0,3,7,0,1390694400,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,2.5,1.0,0.5,0.5
285,1982,68627.0,0,0,45,1,2,3,6,1,0,1357948800,0,0,1,0,0,0,0,0,0,1,0,0,0,7.5,131.5,30.0,27.0,19.0
423,1986,7500.0,1,0,96,2,2,0,3,8,0,1360195200,1,0,0,0,0,0,0,0,1,0,0,0,0,5.5,2.5,2.0,3.0,4.5
1019,1980,28071.0,0,0,65,2,5,1,5,8,0,1346198400,0,0,1,0,0,0,0,0,0,1,0,0,0,16.5,65.0,20.5,13.0,22.0
1395,1979,57537.0,1,0,83,4,4,3,8,4,0,1370822400,0,0,1,0,0,0,0,0,0,1,0,0,0,28.0,69.5,25.5,4.0,50.0
74,1985,29760.0,1,0,87,4,3,1,4,8,0,1346198400,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,34.0,3.5,2.5,8.5
296,1992,42670.0,0,0,12,1,4,2,4,4,0,1367020800,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,23.0,10.0,2.0,7.5
978,1954,64587.0,1,1,49,2,1,1,4,3,0,1403395200,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,8.0,0.0,3.0,10.0
1622,1981,56386.0,1,1,51,8,9,1,7,9,0,1351296000,0,0,1,0,0,0,0,0,0,0,1,0,0,24.0,107.0,6.5,16.0,37.5
1185,1959,58113.0,0,1,66,3,9,2,8,7,1,1359072000,0,0,1,0,0,0,0,0,1,0,0,0,0,52.0,84.5,51.0,39.0,42.0
449,1969,66582.0,0,0,83,1,2,8,9,1,0,1393804800,0,0,0,0,1,0,0,0,0,1,0,0,0,12.5,210.0,8.0,19.0,0.0
76,1973,23559.0,1,0,87,3,3,0,3,7,0,1372809600,1,0,0,0,0,0,0,0,1,0,0,0,0,2.5,9.5,3.5,0.0,11.5
745,1967,79146.0,1,1,33,2,8,1,8,6,0,1398297600,0,0,1,0,0,0,0,0,0,1,0,0,0,8.0,111.5,10.5,21.5,8.0
1590,1988,68655.0,0,0,95,1,4,5,11,3,0,1344556800,0,0,1,0,0,0,0,0,0,1,0,0,0,9.5,416.0,37.5,59.0,19.0
108,1978,36550.0,1,0,74,5,9,1,5,9,0,1361232000,1,0,0,0,0,0,0,0,1,0,0,0,0,45.0,47.0,61.5,51.5,60.0
823,1977,56628.0,0,1,30,2,7,6,5,5,0,1395360000,0,0,1,0,0,0,0,0,0,1,0,0,0,2.5,41.0,3.5,8.5,85.5
640,1953,61278.0,0,1,87,2,3,1,4,6,0,1388793600,0,0,1,0,0,0,0,0,0,0,1,0,0,1.5,14.0,1.0,3.0,7.5
1112,1985,16581.0,0,0,51,1,0,0,3,4,0,1357948800,0,1,0,0,0,0,0,0,0,1,0,0,0,1.5,2.0,1.0,1.5,5.5
1046,1987,42000.0,0,0,23,2,5,2,11,5,0,1357776000,0,0,0,0,1,0,0,0,0,1,0,0,0,41.5,133.5,42.5,29.5,17.5
1929,1954,39898.0,0,1,20,2,3,0,4,7,0,1360627200,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0,13.0,6.0,3.5,6.0
1769,1979,77298.0,0,1,46,1,6,6,11,3,0,1383350400,0,0,1,0,0,0,0,0,0,0,1,0,0,57.5,146.0,11.5,17.5,39.5
1470,1971,60585.0,1,1,17,10,7,4,9,5,0,1372032000,0,0,0,0,1,0,0,0,1,0,0,0,0,21.0,154.5,27.5,21.0,10.5
1478,1959,71706.0,0,1,16,4,9,5,7,5,0,1352764800,0,0,1,0,0,0,0,0,0,0,1,0,0,28.0,126.5,45.5,49.0,7.0
1010,1978,28647.0,1,0,54,1,2,2,2,7,0,1377043200,0,0,1,0,0,0,0,0,0,1,0,0,0,4.0,14.5,0.0,6.0,13.0
1831,1975,22280.0,1,0,85,1,1,0,2,8,0,1368921600,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,2.0,1.5,0.5,1.0
1632,1963,34213.0,1,1,2,3,3,1,2,9,0,1346976000,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0,14.0,3.0,1.5,13.0
1068,1970,75345.0,0,0,16,1,5,8,6,3,0,1359763200,0,0,0,1,0,0,0,0,0,1,0,0,0,28.5,421.0,49.5,19.0,66.5
1238,1963,68118.0,0,1,51,2,8,9,4,6,0,1382054400,0,0,1,0,0,0,0,1,0,0,0,0,0,11.5,61.5,5.0,11.5,77.0
2009,1985,7500.0,1,0,98,4,2,1,3,9,0,1343779200,1,0,0,0,0,0,0,0,0,0,1,0,0,8.5,8.5,6.5,7.0,17.0
1232,1973,20427.0,1,0,63,1,1,0,2,8,0,1395619200,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0.0,0.0,0.5
710,1955,80395.0,0,0,62,1,6,5,12,2,0,1385164800,0,0,1,0,0,0,0,0,1,0,0,0,0,12.5,353.0,40.0,38.0,24.0
264,1981,77882.0,0,0,29,1,3,3,5,1,0,1398816000,0,0,0,1,0,0,0,0,0,0,1,0,0,64.5,198.0,94.0,11.0,7.5
1198,1972,56721.0,1,1,64,5,4,1,5,6,0,1351641600,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,19.5,3.0,6.5,37.5
1835,1971,74290.0,0,1,70,4,10,8,10,6,0,1376265600,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,36.0,0.0,6.0,6.0
2120,1971,29732.0,1,0,23,1,2,0,2,9,0,1395705600,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,4.0,0.0,0.5,2.0
1123,1961,49678.0,0,1,81,2,6,2,4,7,0,1359763200,0,0,1,0,0,0,0,0,1,0,0,0,0,2.5,28.0,1.5,1.0,10.0
1654,1970,69016.0,0,1,61,4,8,9,13,5,0,1353542400,0,0,1,0,0,0,0,0,1,0,0,0,0,26.5,181.5,61.5,53.5,80.5
2048,1949,54591.0,0,1,63,3,6,2,8,5,0,1375660800,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0,47.0,6.0,4.5,12.0
917,1989,25443.0,1,0,82,1,1,0,3,8,0,1356134400,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0,1.5,4.0,4.5,3.5
1202,1991,68682.0,0,0,56,1,4,9,10,2,0,1381017600,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,252.5,49.5,15.0,22.5
1120,1968,36778.0,1,1,63,3,3,0,3,9,0,1344124800,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,17.0,1.0,2.0,2.0
1072,1983,43776.0,1,0,77,1,1,0,2,6,0,1399075200,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,4.5,1.0,0.5,1.5
643,1966,46734.0,1,2,86,4,3,2,3,6,0,1382313600,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,19.5,3.0,0.5,38.0
1394,1990,34412.0,1,0,62,3,5,0,3,9,0,1360713600,0,0,1,0,0,0,0,0,0,1,0,0,0,6.0,25.0,2.0,18.0,27.5
591,1956,26150.0,2,1,61,1,1,0,3,7,0,1362960000,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,6.5,1.5,2.5,0.5
1064,1965,66294.0,0,0,68,1,4,3,5,2,0,1395014400,0,0,1,0,0,0,0,0,0,1,0,0,0,54.0,167.0,32.5,46.0,58.5
572,1955,53863.0,0,1,4,3,7,1,7,7,0,1400284800,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0,15.0,3.0,2.0,15.0
774,1945,62847.0,0,0,45,1,3,6,4,2,0,1358208000,0,0,0,1,0,0,0,0,0,0,1,0,0,84.0,353.0,40.0,38.0,30.5
733,1954,63564.0,0,0,0,1,10,10,7,6,0,1390953600,1,0,0,0,0,0,0,0,1,0,0,0,0,40.0,126.0,7.5,17.0,32.5
1222,1989,28691.0,1,0,56,1,1,0,3,8,0,1372896000,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,6.5,4.0,0.0,2.0
726,1950,48767.0,1,2,79,3,2,1,3,5,0,1388534400,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,10.5,1.5,0.0,5.0
2018,1984,38680.0,1,0,97,1,2,0,3,7,0,1364428800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,18.0,7.5,2.5,6.0
1333,1962,85696.0,0,0,88,1,4,6,9,1,0,1367539200,0,0,0,0,1,0,0,1,0,0,0,0,0,38.0,197.5,58.0,0.0,6.0
869,1970,82072.0,0,0,67,1,3,2,13,1,0,1372723200,0,0,0,0,1,0,0,0,0,0,1,0,0,27.5,342.5,84.0,46.0,64.5
