,Year_Birth,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Dt_Customer_Unix_time_seconds,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,MntFruitsYear,MntMeatProductsYear,MntFishProductsYear,MntSweetProductsYear,MntGoldProdsYear
975,1972,24884.0,1,0,32,1,0,0,3,7,0,1354147200,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,3.5,0.0,0.0,1.5
1080,1958,79803.0,0,1,54,1,4,3,5,1,0,1401667200,0,0,1,0,0,0,0,1,0,0,0,0,0,4.0,108.0,10.5,8.0,16.5
2079,1986,20425.0,1,0,5,2,2,0,3,7,0,1351468800,0,1,0,0,0,0,0,0,1,0,0,0,0,6.0,2.5,1.5,8.0,8.5
1425,1958,51876.0,0,0,88,1,2,2,8,1,0,1381795200,0,0,1,0,0,0,0,0,1,0,0,0,0,13.5,51.0,14.0,24.0,3.0
836,1957,82347.0,0,0,38,1,7,7,10,3,0,1352160000,1,0,0,0,0,0,0,0,1,0,0,0,0,27.0,422.5,101.0,66.5,31.5
880,1956,64090.0,0,1,8,1,6,9,4,5,0,1375833600,0,0,1,0,0,0,0,0,0,0,1,0,0,29.0,80.5,38.0,25.5,67.5
1767,1983,36075.0,1,0,54,1,2,0,4,6,0,1386547200,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,15.0,6.0,0.5,15.0
1081,1986,80910.0,0,0,71,1,3,3,8,1,0,1351641600,1,0,0,0,0,0,0,0,0,1,0,0,0,40.0,184.5,33.5,19.5,20.5
862,1956,86424.0,0,0,12,1,6,9,12,1,0,1396656000,0,0,0,1,0,0,0,0,0,1,0,0,0,34.0,284.5,44.5,22.5,34.0
433,1953,55707.0,0,1,91,2,3,2,9,3,0,1387670400,0,0,0,0,1,0,0,0,1,0,0,0,0,3.5,41.0,15.0,33.0,17.5
1298,1989,59060.0,1,0,77,3,3,1,7,4,0,1389398400,1,0,0,0,0,0,0,0,1,0,0,0,0,20.0,55.5,18.0,20.0,6.0
867,1981,51111.0,1,1,83,2,2,0,3,6,0,1403136000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,9.5,3.0,2.5,1.5
1472,1988,87679.0,0,0,62,1,7,11,10,4,0,1374883200,0,0,1,0,0,0,0,0,0,0,1,0,0,86.0,407.5,48.5,74.0,16.5
969,1974,65352.0,0,1,43,2,4,2,8,4,0,1377043200,0,0,0,0,1,0,0,0,1,0,0,0,0,1.5,42.0,2.0,3.5,11.5
1480,1975,53253.0,1,1,61,7,4,3,5,5,0,1360540800,0,0,0,1,0,0,0,0,0,0,1,0,0,4.5,28.5,10.0,4.5,62.5
1374,1972,29791.0,1,0,21,2,2,0,3,5,0,1400112000,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,3.0,0.0,0.0,0.0
1843,1971,70886.0,1,0,65,1,5,4,4,2,0,1381708800,0,0,1,0,0,0,0,0,1,0,0,0,0,35.0,119.5,51.5,44.0,26.5
1116,1978,42693.0,1,0,29,1,1,0,3,5,0,1402099200,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,10.0,3.0,1.5,8.0
1375,1956,63915.0,0,2,2,2,6,3,12,5,0,1375142400,0,0,0,1,0,0,0,0,1,0,0,0,0,3.5,57.5,15.0,0.0,7.5
1514,1988,23331.0,1,0,92,2,3,0,3,8,0,1346716800,1,0,0,0,0,0,0,0,1,0,0,0,0,18.0,3.5,0.0,5.0,22.5
1610,1947,73059.0,0,1,36,1,9,3,13,4,0,1377907200,0,0,0,0,1,0,0,0,0,0,1,0,0,56.0,210.0,0.0,41.0,35.5
2077,1974,78128.0,0,1,89,2,8,4,6,3,0,1392768000,0,0,0,0,1,0,0,0,1,0,0,0,0,12.0,115.0,8.0,12.0,18.0
962,1952,35704.0,1,1,54,3,2,0,4,4,0,1388707200,0,0,1,0,0,0,0,0,1,0,0,0,0,4.5,6.0,1.0,5.5,15.0
2115,1971,35788.0,1,1,34,2,2,0,3,6,0,1390435200,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,5.5,1.5,0.5,2.0
1421,1949,36408.0,1,1,11,1,1,0,2,6,0,1379721600,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,2.0,1.5,1.0,1.5
1376,1974,39996.0,1,1,85,1,1,0,2,6,0,1400716800,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.5,0.0,0.0,0.5
2000,1978,28587.0,1,0,42,3,2,0,4,6,0,1392163200,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0,8.5,6.0,5.0,6.5
2023,1979,45057.0,1,0,80,1,2,0,3,5,0,1385856000,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,3.5,1.5,0.0,1.5
141,1972,46344.0,0,1,28,4,7,1,5,7,0,1355443200,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,28.5,4.0,10.0,45.5
1973,1958,94472.0,0,1,75,1,5,5,5,5,0,1396483200,0,0,1,0,0,0,0,0,0,1,0,0,0,16.5,208.5,54.0,50.0,8.0
798,1986,91820.0,0,0,72,0,5,5,12,1,0,1385164800,0,0,0,0,1,0,0,0,0,0,1,0,0,36.5,373.5,38.0,80.5,15.0
886,1967,66825.0,0,0,73,1,4,5,6,2,0,1373760000,0,0,1,0,0,0,0,0,0,0,1,0,0,50.5,202.5,14.5,20.0,20.0
561,1970,13260.0,1,1,48,4,3,0,3,8,0,1377216000,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,8.5,5.0,1.0,3.5
996,1978,30168.0,1,0,51,7,6,1,4,9,0,1362614400,0,0,1,0,0,0,0,0,0,1,0,0,0,10.0,33.0,0.0,6.0,13.5
2192,1978,22775.0,1,0,40,1,1,0,2,8,0,1371600000,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,4.0,0.0,0.0,0.5
1636,1954,36634.0,0,1,0,3,5,2,5,7,0,1369699200,0,0,0,1,0,0,0,0,0,0,1,0,0,4.5,38.0,2.0,1.5,15.0
193,1984,18890.0,0,0,5,1,0,1,2,6,0,1352505600,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.5,3.5,1.0,7.5
1780,1976,78416.0,0,1,99,2,7,7,10,3,0,1403827200,0,0,1,0,0,0,0,0,0,0,1,0,0,19.0,139.5,94.0,19.0,91.5
1603,1959,50664.0,1,1,64,9,8,1,6,9,0,1358294400,0,0,1,0,0,0,0,0,0,1,0,0,0,4.0,52.0,3.0,2.0,63.0
659,1974,26751.0,2,0,26,1,1,0,2,8,0,1400716800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,2.5,0.0,1.5,0.5
751,1987,67430.0,0,0,6,1,11,5,12,6,0,1346803200,0,0,1,0,0,0,0,0,0,0,1,0,0,48.5,145.5,63.5,66.5,60.5
633,1958,66886.0,0,1,28,2,7,1,7,5,0,1379289600,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0,31.0,20.5,15.5,73.0
949,1959,54753.0,0,1,87,3,5,2,11,4,0,1378944000,0,0,1,0,0,0,0,0,0,0,1,0,0,53.5,113.5,3.5,29.5,65.5
1600,1965,51717.0,0,1,55,1,3,0,4,7,0,1376956800,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,8.5,0.0,0.5,2.5
673,1969,69476.0,0,0,3,1,4,6,4,2,0,1380499200,0,0,0,0,1,0,0,0,0,0,1,0,0,43.0,279.5,31.5,4.5,33.5
452,1951,53790.0,0,2,86,3,7,2,8,6,0,1394064000,0,0,1,0,0,0,0,0,1,0,0,0,0,21.0,63.5,14.0,2.5,2.5
911,1982,74116.0,0,0,53,1,4,4,10,2,0,1388361600,1,0,0,0,0,0,0,0,0,1,0,0,0,55.5,352.0,72.5,27.5,83.0
236,1969,65176.0,0,1,57,4,9,6,6,6,0,1351468800,0,0,0,1,0,0,0,0,0,0,1,0,0,14.0,91.5,110.0,35.0,35.0
700,1960,87305.0,0,0,19,1,5,3,8,2,0,1348358400,1,0,0,0,0,0,0,1,0,0,0,0,0,12.5,250.5,31.5,69.0,40.0
1949,1978,85738.0,0,0,41,1,3,6,11,1,0,1390435200,0,0,0,1,0,0,0,0,0,0,1,0,0,13.0,188.0,8.5,13.0,6.5
1500,1983,87188.0,0,0,73,1,10,2,6,3,0,1370217600,0,0,0,0,1,0,0,0,0,1,0,0,0,55.5,362.0,24.5,37.0,27.5
1931,1976,56939.0,0,1,19,2,3,3,10,3,0,1379462400,0,0,1,0,0,0,0,0,1,0,0,0,0,17.0,51.5,45.0,14.5,24.5
57,1952,61823.0,0,1,26,4,8,2,10,7,0,1361145600,0,0,1,0,0,0,0,0,0,1,0,0,0,3.5,67.0,18.5,7.0,84.5
1688,1978,64813.0,1,0,81,1,7,2,10,5,0,1388620800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,62.0,89.5,48.5,26.0
1627,1981,58684.0,0,0,71,1,5,3,12,2,0,1402876800,0,0,1,0,0,0,0,0,0,1,0,0,0,17.5,89.5,14.0,3.5,42.5
255,1970,72940.0,0,0,13,1,3,3,6,1,0,1371600000,0,0,1,0,0,0,0,0,1,0,0,0,0,37.0,149.0,81.0,74.5,58.0
123,1964,41551.0,1,1,51,5,5,1,5,8,0,1376438400,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,16.5,1.5,0.0,11.5
2097,1956,53230.0,0,1,86,4,5,2,12,5,0,1343952000,1,0,0,0,0,0,0,0,1,0,0,0,0,36.0,49.0,68.0,10.5,114.5
806,1961,57091.0,0,0,0,1,7,3,7,5,0,1402790400,0,0,1,0,0,0,0,0,0,1,0,0,0,2.5,32.0,3.5,0.0,18.5
1910,1974,61917.0,1,1,83,1,2,0,4,5,0,1384905600,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,18.0,1.0,1.0,0.5
1478,1959,71706.0,0,1,16,4,9,5,7,5,0,1352764800,0,0,1,0,0,0,0,0,0,0,1,0,0,28.0,126.5,45.5,49.0,7.0
896,1963,52278.0,0,1,24,6,10,5,10,8,0,1359072000,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,35.5,0.0,0.0,87.0
125,1976,9548.0,1,0,31,2,1,0,3,8,0,1344384000,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,1.5,5.0,3.0,4.5
1701,1983,92491.0,0,0,71,1,7,5,12,3,0,1367366400,0,0,0,0,1,0,0,0,1,0,0,0,0,22.0,467.5,14.5,12.5,11.0
1905,1977,22701.0,1,0,2,1,1,0,3,5,0,1378339200,0,0,0,1,0,0,0,0,1,0,0,0,0,2.0,4.5,0.0,2.0,2.5
893,1986,45921.0,0,0,23,1,2,1,6,4,0,1394409600,0,0,0,0,1,0,0,0,1,0,0,0,0,4.5,24.5,12.0,1.5,6.0
1301,1973,46094.0,1,1,62,1,1,0,3,7,0,1402358400,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,10.0,1.5,1.0,2.5
352,1962,72025.0,0,0,27,1,4,3,8,3,0,1353110400,0,0,1,0,0,0,0,0,0,0,1,0,0,16.5,274.5,75.5,66.5,116.5
1041,1951,53312.0,0,0,32,1,5,1,5,7,0,1376006400,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,6.0,0.0,0.0,12.5
1003,1976,20180.0,0,0,27,1,2,1,4,7,0,1361318400,0,0,1,0,0,0,0,0,0,1,0,0,0,21.0,12.0,7.5,10.0,9.0
1612,1959,52854.0,1,1,43,2,2,1,4,5,0,1395619200,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,5.0,0.0,0.5,0.0
610,1975,84196.0,0,1,56,1,8,4,7,3,0,1370217600,0,0,1,0,0,0,0,0,0,1,0,0,0,31.5,253.5,115.5,15.5,95.0
1299,1962,27238.0,1,1,39,3,3,0,3,9,0,1366416000,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,8.5,0.0,0.0,1.5
1449,1970,67419.0,0,1,29,4,9,4,8,5,0,1358294400,0,0,1,0,0,0,0,0,0,0,1,0,0,42.0,176.0,45.5,28.0,21.0
21,1949,58607.0,0,1,63,3,2,3,9,8,0,1356220800,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,43.0,0.0,0.0,9.5
1667,1968,56534.0,0,1,35,4,10,4,7,8,0,1374537600,0,0,1,0,0,0,0,0,0,0,1,0,0,3.5,30.5,5.0,0.0,23.0
163,1967,52074.0,0,1,77,1,2,2,2,4,0,1396569600,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,6.0,0.0,0.0,24.0
1602,1982,66664.0,0,0,78,1,5,7,6,3,0,1348531200,1,0,0,0,0,0,0,0,0,0,1,0,0,48.0,223.5,110.0,48.0,16.0
976,1981,42021.0,1,0,34,5,10,1,6,9,0,1346371200,0,0,0,1,0,0,0,0,0,0,1,0,0,2.5,68.0,3.5,2.5,13.5
973,1956,35340.0,1,1,1,2,2,0,3,5,0,1404000000,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,6.0,0.0,0.5,2.5
1277,1977,42997.0,1,1,91,1,1,0,2,7,0,1386374400,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,2.5,0.0,0.5,2.5
533,1973,27159.0,1,1,33,2,1,0,3,6,0,1396051200,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,1.5,0.0,0.0,0.5
61,1967,32474.0,1,1,0,1,1,0,2,7,0,1399766400,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.5,0.0,0.0,0.0
834,1974,49166.0,0,1,17,2,5,3,3,6,0,1371081600,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,12.5,3.5,0.0,55.0
1496,1962,55759.0,0,1,84,5,10,3,8,8,0,1354060800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,42.5,5.0,3.5,38.5
382,1987,23442.0,1,0,71,1,1,0,3,7,0,1356307200,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,3.0,4.0,3.0,2.5
773,1976,40780.0,0,1,30,4,7,1,5,9,0,1347062400,0,0,1,0,0,0,0,1,0,0,0,0,0,13.5,35.5,6.5,1.5,17.0
169,1976,51650.0,0,1,81,1,4,1,4,5,0,1399766400,0,0,0,0,1,0,0,0,1,0,0,0,0,1.5,11.0,1.0,2.5,3.5
1327,1990,18929.0,0,0,15,1,1,0,4,6,0,1360972800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,4.0,11.5,2.0,9.0
1939,1950,56551.0,1,1,48,3,2,1,4,4,0,1399420800,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,16.0,8.5,1.0,8.0
311,1976,14849.0,1,0,39,3,2,0,4,8,0,1372723200,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,14.0,1.5,1.0,4.5
1807,1986,78394.0,0,0,13,1,4,6,5,2,0,1360886400,0,0,1,0,0,0,0,0,0,0,1,0,0,13.5,348.5,108.0,12.0,83.0
2057,1960,51651.0,0,1,32,4,6,2,5,8,0,1352246400,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,11.5,6.5,3.0,46.0
492,1992,34935.0,0,0,71,1,2,1,4,7,0,1371772800,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,33.0,1.5,5.0,10.0
44,1968,41728.0,1,0,92,1,2,0,2,10,0,1369353600,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,7.5,1.5,2.5,6.5
1085,1979,54210.0,0,1,18,2,4,1,7,5,0,1369008000,1,0,0,0,0,0,0,0,1,0,0,0,0,27.0,54.5,40.0,4.5,22.5
18,1985,33812.0,1,0,86,2,2,1,3,6,0,1351900800,1,0,0,0,0,0,0,0,0,1,0,0,0,8.5,9.5,15.0,12.0,19.5
942,1973,59041.0,1,1,25,2,2,0,4,5,0,1399420800,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,7.5,1.0,1.0,3.0
1147,1994,80685.0,0,0,55,1,6,4,10,2,0,1345593600,0,0,1,0,0,0,0,0,0,0,1,0,0,22.5,302.0,17.0,13.0,27.0
825,1974,40049.0,0,1,61,3,3,2,6,5,0,1354147200,0,0,1,0,0,0,0,0,1,0,0,0,0,32.5,26.0,5.0,22.0,14.0
795,1972,21359.0,1,0,1,2,2,0,3,8,0,1366416000,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,8.5,3.0,0.5,5.0
1005,1974,28440.0,1,0,87,1,2,0,3,8,0,1373155200,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,12.0,0.0,0.0,0.0
782,1973,73926.0,0,0,54,1,6,5,12,3,0,1362182400,0,0,1,0,0,0,0,0,0,0,1,0,0,45.5,298.5,79.5,45.5,7.5
1318,1978,88097.0,1,0,24,1,6,5,8,9,0,1345248000,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,240.0,0.0,63.0,37.5
678,1949,47570.0,1,1,3,3,2,2,2,7,0,1369785600,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,10.0,0.0,1.0,15.5
724,1953,64108.0,0,1,8,4,6,9,11,5,0,1363996800,0,0,0,0,1,0,0,0,0,1,0,0,0,5.0,43.0,6.5,10.5,10.5
1267,1951,39767.0,0,0,18,2,7,1,7,8,0,1374364800,0,0,0,1,0,0,0,0,0,0,1,0,0,30.5,102.0,17.0,13.0,23.5
2206,1974,34421.0,1,0,81,1,1,0,2,7,0,1372636800,0,0,1,0,0,0,0,0,1,0,0,0,0,1.5,3.5,3.0,1.0,4.5
324,1988,68655.0,0,0,95,1,4,5,11,3,0,1344556800,0,0,1,0,0,0,0,0,0,1,0,0,0,9.5,416.0,37.5,59.0,19.0
1679,1951,73705.0,0,2,86,2,9,6,8,5,0,1393977600,0,0,0,1,0,0,0,0,0,0,0,1,0,45.5,260.0,129.0,53.5,53.5
1006,1953,64504.0,1,2,81,7,11,3,4,7,0,1362355200,0,0,0,0,1,0,0,0,0,0,1,0,0,18.0,84.0,8.0,0.0,54.0
709,1966,44794.0,0,1,99,1,2,0,3,6,0,1402185600,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,3.5,0.0,0.0,2.0
2142,1984,90000.0,0,0,91,1,4,8,5,1,0,1387756800,0,0,1,0,0,0,0,0,1,0,0,0,0,72.0,66.5,47.0,96.0,120.5
1852,1972,44503.0,1,1,83,2,2,0,3,6,0,1397606400,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,4.0,0.0,0.0,4.0
1114,1951,67381.0,0,1,67,4,2,2,9,7,0,1358208000,0,0,0,1,0,0,0,0,1,0,0,0,0,4.0,26.5,5.5,0.0,35.0
1996,1983,36790.0,0,0,14,1,2,1,2,9,0,1362096000,0,0,1,0,0,0,0,0,1,0,0,0,0,1.5,7.0,7.5,10.5,5.0
480,1978,55563.0,0,1,22,1,2,0,3,3,0,1396656000,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,4.5,1.0,0.0,1.0
810,1954,93404.0,1,2,97,3,3,4,7,5,0,1367884800,0,0,1,0,0,0,0,0,1,0,0,0,0,7.5,143.5,10.0,0.0,7.5
560,1968,51287.0,1,1,10,3,4,1,3,7,0,1396310400,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,11.0,6.5,0.0,15.0
928,1986,14906.0,0,0,86,3,2,1,3,7,0,1356134400,0,1,0,0,0,0,0,0,0,1,0,0,0,3.5,7.0,3.5,8.0,7.5
26,1989,38360.0,1,0,26,2,2,1,4,3,0,1369958400,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,21.0,10.0,10.5,5.0
2139,1974,31560.0,1,0,98,2,2,1,3,8,0,1372032000,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,10.0,2.0,0.0,3.5
1541,1976,49681.0,0,2,66,6,7,1,7,7,0,1383523200,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,13.0,0.0,0.0,10.5
1586,1977,71855.0,0,1,59,4,5,5,11,3,0,1358294400,0,0,1,0,0,0,0,0,1,0,0,0,0,15.5,211.0,0.0,56.0,14.0
926,1983,82025.0,0,0,76,1,3,2,6,1,0,1369699200,0,0,1,0,0,0,0,1,0,0,0,0,0,49.0,303.0,24.0,35.0,49.0
607,1978,36975.0,1,0,50,1,1,0,3,7,0,1388188800,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,5.5,0.0,2.0,1.0
394,1982,23616.0,1,0,76,2,3,0,3,8,0,1353110400,1,0,0,0,0,0,0,0,0,1,0,0,0,11.0,5.5,1.5,3.5,16.0
456,1981,56937.0,1,0,81,7,8,6,9,6,0,1344038400,0,0,0,0,1,0,0,0,0,0,1,0,0,4.0,62.5,5.5,4.0,4.0
1316,1962,71434.0,0,1,4,3,7,4,7,4,0,1379462400,0,0,1,0,0,0,0,0,1,0,0,0,0,18.0,108.5,86.0,48.0,84.0
1766,1973,49094.0,0,1,6,5,6,3,6,6,0,1348185600,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,19.0,5.5,4.0,34.5
1786,1966,7144.0,0,2,92,0,23,1,1,0,0,1386374400,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,16.5,2.5,1.0,145.5
1912,1982,21059.0,1,0,40,3,3,0,3,6,0,1389052800,0,0,0,1,0,0,0,0,1,0,0,0,0,1.5,9.5,1.5,1.5,4.0
1069,1977,54233.0,0,1,46,4,11,6,5,8,0,1359936000,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,79.0,10.5,0.0,71.0
1708,1961,74881.0,1,1,48,4,9,2,12,5,0,1362700800,0,0,0,1,0,0,0,0,0,0,1,0,0,36.0,135.0,18.0,13.5,27.0
262,1963,66313.0,0,1,86,2,6,3,12,4,0,1379289600,0,0,0,0,1,0,0,0,0,0,1,0,0,3.5,49.5,5.0,11.0,3.5
1958,1979,36781.0,1,0,16,1,2,1,2,8,0,1397088000,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,8.5,0.0,1.5,6.5
1106,1973,52034.0,1,1,67,5,4,2,5,7,0,1368748800,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,46.5,3.5,6.5,36.5
1035,1966,28764.0,1,1,16,1,1,0,2,8,0,1401926400,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1.5,0.0,0.0,0.5
685,1978,71427.0,2,0,26,2,8,2,8,4,0,1394582400,0,0,1,0,0,0,0,0,1,0,0,0,0,61.5,88.5,7.5,32.0,11.5
368,1981,36143.0,1,0,33,1,0,1,2,3,0,1396137600,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.0,3.0
1091,1970,15315.0,0,0,27,2,2,0,4,5,0,1375488000,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,6.5,7.5,4.0,8.5
1731,1974,44989.0,0,1,26,5,5,1,5,6,0,1347408000,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,53.0,24.5,5.0,53.0
464,1973,38961.0,1,0,60,1,2,1,2,7,0,1388361600,0,0,0,1,0,0,0,0,1,0,0,0,0,3.5,9.5,0.0,0.5,12.0
1871,1989,88420.0,0,0,87,1,4,7,8,1,0,1398988800,0,0,0,1,0,0,0,0,0,0,1,0,0,76.5,306.0,49.5,47.5,76.5
785,1956,46984.0,1,1,71,1,1,0,3,5,0,1364256000,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,5.0,1.0,0.5,4.0
1515,1988,23331.0,1,0,97,6,5,1,5,9,0,1349395200,1,0,0,0,0,0,0,0,0,1,0,0,0,10.0,50.5,12.0,7.5,2.5
309,1953,40464.0,0,1,78,6,8,2,8,8,0,1357862400,0,0,1,0,0,0,0,0,0,1,0,0,0,8.5,59.0,3.5,11.5,20.5
1565,1973,35860.0,1,1,37,2,1,1,2,5,0,1400457600,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,4.0,2.0,1.0,10.0
2062,1980,30828.0,1,0,16,2,1,1,4,3,0,1380844800,0,0,1,0,0,0,0,0,0,1,0,0,0,5.5,7.5,1.0,0.0,6.0
1328,1982,24367.0,1,0,58,1,1,0,2,9,0,1363737600,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1.0,0.0,5.5,2.5
1952,1971,34600.0,1,1,8,5,5,2,5,8,0,1356998400,0,0,1,0,0,0,0,0,0,0,1,0,0,16.5,30.0,4.0,1.5,7.5
1686,1956,58656.0,0,1,25,4,7,8,13,6,0,1348099200,0,0,0,1,0,0,0,0,0,0,1,0,0,6.0,97.0,8.0,12.0,6.0
145,1958,49967.0,0,1,4,3,6,1,5,7,0,1373241600,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,34.5,2.0,6.0,1.5
1590,1988,68655.0,0,0,95,1,4,5,11,3,0,1344556800,0,0,1,0,0,0,0,0,0,1,0,0,0,9.5,416.0,37.5,59.0,19.0
1982,1970,22979.0,1,0,29,3,3,2,2,8,0,1346889600,0,0,1,0,0,0,0,0,1,0,0,0,0,8.5,9.5,10.0,10.5,11.0
1396,1966,22634.0,0,0,47,1,2,1,2,8,0,1358294400,0,1,0,0,0,0,0,0,0,0,1,0,0,11.5,5.5,4.0,3.0,23.0
707,1965,72190.0,0,0,79,1,5,6,4,3,0,1360713600,0,0,1,0,0,0,0,0,1,0,0,0,0,83.0,298.5,86.0,83.0,124.5
1799,1961,32583.0,1,1,10,1,1,0,2,7,0,1402790400,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1.5,0.0,0.0,0.5
1783,1966,37070.0,1,1,30,9,5,1,8,7,0,1363737600,0,0,1,0,0,0,0,0,0,1,0,0,0,3.5,68.5,2.0,7.5,19.5
670,1972,86857.0,0,0,96,1,5,6,10,2,0,1347408000,0,0,0,0,1,0,0,0,0,1,0,0,0,51.0,419.0,66.5,51.0,20.0
1479,1988,68487.0,0,0,48,1,9,7,13,4,0,1358035200,0,0,1,0,0,0,0,0,1,0,0,0,0,6.0,192.5,16.5,44.5,44.5
2020,1991,49767.0,0,0,92,1,5,4,8,4,0,1367452800,0,0,1,0,0,0,0,0,0,1,0,0,0,23.5,98.5,27.5,21.0,74.5
1534,1974,67445.0,0,1,63,5,9,6,12,6,0,1344729600,0,0,1,0,0,0,0,0,1,0,0,0,0,40.0,108.5,14.5,40.0,5.5
689,1986,71952.0,1,0,93,2,8,4,8,4,0,1357776000,0,0,1,0,0,0,0,0,1,0,0,0,0,40.0,227.5,26.0,53.5,46.5
378,1968,70777.0,0,1,80,3,5,3,12,3,0,1393286400,0,0,0,1,0,0,0,0,1,0,0,0,0,17.5,56.5,0.0,3.5,39.0
1286,1985,23148.0,0,0,83,1,2,0,3,7,0,1392681600,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,4.0,3.0,1.5,5.0
1429,1973,69401.0,0,1,41,4,4,4,5,2,0,1395532800,1,0,0,0,0,0,0,0,0,0,1,0,0,13.5,79.5,29.0,4.0,19.5
1711,1959,18690.0,0,0,77,1,1,1,2,8,0,1356652800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,3.5,11.5,2.0,9.5
1787,1964,18701.0,1,1,95,4,2,0,4,5,0,1370304000,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.0,5.0,3.0,5.0
538,1949,81698.0,0,0,4,1,3,8,13,1,0,1383696000,0,0,0,1,0,0,0,0,1,0,0,0,0,14.0,260.0,55.5,61.5,23.5
516,1977,57954.0,1,1,52,7,8,2,6,7,0,1403049600,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,12.0,0.0,0.0,4.5
1712,1955,37244.0,1,1,90,1,1,1,2,7,0,1367020800,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,5.0,0.0,0.0,12.5
